z (m),u (m/s),V (1/s),T (K),rho (kg/m3),H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO
0.00125,0.13638291917305367,0.0,1084.5586390000001,0.2932918597323028,0.030841973826549244,3.8789555217758512e-06,4.4985821282310104e-07,0.081267460076991982,1.062388478287662e-06,0.11952148213931088,3.9668132372409441e-05,2.4567782818080866e-05,3.3397014503637661e-17,1.8023364845307483e-13,2.4781073083525892e-09,8.176076702774813e-11,5.4545152387051146e-05,0.046659723506490315,0.035588600573163369,0.019652098805052049,5.3208205092289492e-08,0.00081157389728097305,2.9851380598527713e-09,4.0691780531450743e-07,0.00011445855200547024,1.0862443280391689e-11,0.00033498359990915167,1.0689672783682221e-08,0.001306756856892652,1.1193950219574935e-06,0.00077195552625408605,1.4085855432553817e-08,0.00019419705838007154,9.8866099539219965e-08,3.8855310695767527e-14,1.354623970062726e-11,3.667983395235537e-10,3.7013222851868706e-07,1.8972236670908915e-12,1.6972298587523588e-07,4.7356667666674726e-08,1.2004838947677793e-08,2.3656462123969499e-11,1.5465991541810841e-14,4.8372275631958816e-07,8.1478986082535187e-13,4.1510710949726041e-15,4.440431735662145e-09,6.0956587438901183e-11,5.9430860800931888e-08,1.4303485540139249e-11,0.66279192739533166,0.0,2.6284332577833072e-09,1.1518558206111229e-05,1.3971461053650598e-07,4.1190038371887402e-06
0.0013124999999999999,0.1408384492399101,0.0,1119.3022927792028,0.2840133515797853,0.031209493682099392,5.2325436816338888e-06,6.2975944847291475e-07,0.077318393821102893,1.4372883758441393e-06,0.12334232795570703,4.0203830761848265e-05,2.1293282390516286e-05,1.0541443182979336e-16,4.3211512648096126e-13,4.2597480764397237e-09,1.435356016371259e-10,7.0979556187355651e-05,0.044051464846038904,0.037070112004417378,0.020670207849800563,7.8460376489212074e-08,0.00081174576266985381,4.5349290861388099e-09,4.2472684163522087e-07,0.00011186702151918875,2.0191051684490745e-11,0.00035329713231356606,1.8176556225012458e-08,0.0013691562172447949,1.5156631785321588e-06,0.00080630168398982587,2.3032390959329769e-08,0.00020736430896282679,1.0870360554826779e-07,6.7944055217004447e-14,1.9143058210350106e-11,4.6254365257196805e-10,3.8285852404426189e-07,2.7849839371129982e-12,1.8593484049406712e-07,3.9576258240092739e-08,1.2636704544013429e-08,3.0643093207837742e-11,2.8112036868466344e-14,5.0765102146957592e-07,7.9109441624031781e-13,9.193078794349955e-15,4.7399107568004779e-09,6.5618232277716536e-11,6.2547948924718225e-08,1.9567920881130962e-11,0.66251837890333476,0.0,2.9611239686381504e-09,1.2208862834716389e-05,1.4145125853635926e-07,4.3850065452059483e-06
0.0013437499999999999,0.14305175041774987,0.0,1136.5496495869643,0.27961908808921015,0.031391567037678592,6.0651916021725878e-06,7.4115562562113187e-07,0.075329100556917994,1.6685917759047825e-06,0.12525401993982738,4.0404243669665393e-05,1.956186664288584e-05,1.9934006581760072e-16,6.6539222969969867e-13,5.5612026575831363e-09,1.8910497866556282e-10,8.0538485499418832e-05,0.042742764983244128,0.037817281907522309,0.021189337462060455,9.4492341101880027e-08,0.00080850203189559706,5.5517180998191371e-09,4.3383697054116622e-07,0.00011010624647681454,2.7288815716395826e-11,0.00036291674999229772,2.3641362396683564e-08,0.0014002670119054434,1.7441991771819698e-06,0.00082217527176924054,2.9348267328132479e-08,0.0002141495721276467,1.1430367012502702e-07,9.0363964935733792e-14,2.2703315790826565e-11,5.1944218855409631e-10,3.8926175922754371e-07,3.3593048230677978e-12,1.9387459275214195e-07,3.5944946589506951e-08,1.2958292510725902e-08,3.4924563151233533e-11,3.7706996081788281e-14,5.1987037891627789e-07,7.8566071801353523e-13,1.3649946822085007e-14,4.9018341003106244e-09,6.8210961924304252e-11,6.4139243778472841e-08,2.2816644907600139e-11,0.66238795985705412,0.0,3.1730884550145659e-09,1.2527171698753797e-05,1.434275522890051e-07,4.5252891715568186e-06
0.0013749999999999999,0.14525321502550576,0.0,1153.697021423777,0.27538116793427986,0.031572470521806985,7.0162147856292146e-06,8.6856878751040881e-07,0.073330986905531761,1.9329665487785869e-06,0.12716553459051891,4.054598350968326e-05,1.7793956832329213e-05,3.542776650823372e-16,1.0187543770413062e-12,7.2307211726057294e-09,2.4792403854208514e-10,9.1041755275392641e-05,0.041431995850673593,0.038568192466353353,0.021715139677474831,1.130575840516195e-07,0.00080294655334673965,6.7594222074659023e-09,4.4281357937277527e-07,0.00010803735619687074,3.6640641344065153e-11,0.00037288307207235737,3.065081845158691e-08,0.001431214656668994,1.9918710650473863e-06,0.00083697427752229734,3.7256289304577916e-08,0.00022105718720909136,1.2040810613845308e-07,1.1956037476043608e-13,2.6851078804570075e-11,5.8298122399547328e-10,3.9569068659155481e-07,4.0376812571344535e-12,2.0168877173632954e-07,3.2504472730743307e-08,1.32833669494903e-08,3.9804678129573836e-11,5.0285709537715275e-14,5.3226532555206979e-07,7.8368916493058005e-13,2.0104699221381675e-14,5.072699420254114e-09,7.0995784510581249e-11,6.5752304037755894e-08,2.6526181959819515e-11,0.66226172895406077,0.0,3.4172452725593226e-09,1.2821136914876898e-05,1.461205695156233e-07,4.6704671275563332e-06
0.0014062499999999999,0.14744100059978532,0.0,1170.730129,0.2712949575758868,0.031752135985377912,8.1015056539159886e-06,1.013768698322488e-06,0.071325351918849381,2.2341200164976392e-06,0.12907562077676216,4.0615370336130241e-05,1.6019271513450571e-05,6.3977614280034796e-16,1.5514121275130031e-12,9.3641688617960112e-09,3.2342483105544794e-10,0.000102530154882439,0.040120330256044598,0.039322171316327023,0.022247471207534102,1.3436977004432205e-07,0.00079502516097728411,8.1846979243720196e-09,4.5145721358558489e-07,0.00010566784787943232,4.8881033011298737e-11,0.0003832367849842837,3.9606048609309557e-08,0.0014618745226054615,2.2572574142384697e-06,0.0008504820375922357,4.7136041044883696e-08,0.0002280694398248133,1.2706454284752776e-07,1.5826209517545986e-13,3.1674729814156765e-11,6.5381670006386083e-10,4.0214368371893297e-07,4.8369541806976587e-12,2.0936670643720415e-07,2.9267863299056848e-08,1.3611511528999688e-08,4.536229926079019e-11,6.6760653148167566e-14,5.4484006111281548e-07,7.8530218744332808e-13,2.9484428695107471e-14,5.2533008379145686e-09,7.3989771266071806e-11,6.7386706133296449e-08,3.0747928969826949e-11,0.66213964350014787,0.0,3.6956710697918147e-09,1.308391208777325e-05,1.4956019932916842e-07,4.820360978073e-06
0.0014375,0.14960642810219432,0.0,1187.5804573157975,0.2673681907080375,0.031930482829181643,9.3383608205099697e-06,1.1784974318998272e-06,0.06931361099393514,2.5758429064637192e-06,0.13098291770005063,4.0598745051595228e-05,1.4269266466788935e-05,1.1591056732418201e-15,2.3504854568106011e-12,1.2079481725985869e-08,4.1976496620655867e-10,0.0001150357532501581,0.038809050073788161,0.040078468443637903,0.022786170150047892,1.5860085754944689e-07,0.00078471128156656119,9.8539516829317894e-09,4.5965823707600653e-07,0.00010300892345744566,6.4775570424562078e-11,0.00039402435101442513,5.0990687404172206e-08,0.0014921003412771022,2.5386204569310444e-06,0.00086247058133233335,5.9448103686397623e-08,0.00023516375843359407,1.3432206677881647e-07,2.0976700984676017e-13,3.7271614609318667e-11,7.3264461035144622e-10,4.0861899809145317e-07,5.7753854663954293e-12,2.1690139378624363e-07,2.624420120847497e-08,1.3942208980151051e-08,5.1682274973325226e-11,8.8219099517302462e-14,5.5759952515881004e-07,7.9087538473898998e-13,4.307120359890119e-14,5.444472509036915e-09,7.7209220960532389e-11,6.9041913005739779e-08,3.5534654996819637e-11,0.66202166066877488,0.0,4.0107097770009441e-09,1.3308239289361108e-05,1.5380360576432864e-07,4.974589272339389e-06
0.0015,0.15387537907578311,0.0,1220.7753895694902,0.25995061874250713,0.032282981530455952,1.2321750484688601e-05,1.571389486254272e-06,0.065276188396606011,3.3936303693926222e-06,0.13478510226361362,4.0267632909196927e-05,1.0936394580137637e-05,3.604243581300732e-15,5.2860374775225104e-12,1.9808479963095451e-08,6.9498360905811132e-10,0.00014315329021511458,0.036191601509277915,0.04159560706471864,0.023882115211162881,2.160091054475892e-07,0.00075695607546125349,1.4011312300533067e-08,4.7357466309126023e-07,9.6871783387876177e-05,1.1143010588755578e-10,0.00041705335412831464,8.3295804787116865e-08,0.0015507544165310834,3.1413329819221288e-06,0.00088120948595091654,9.333490846064687e-08,0.00024951452813446194,1.5078309259767319e-07,3.6359757011244139e-13,5.1093161437213968e-11,9.1634072878266218e-10,4.2163162124031595e-07,8.1424933605699436e-12,2.3153327253571233e-07,2.0848602450425796e-08,1.4609384817457939e-08,6.6860944675551948e-11,1.5131813417993486e-13,5.8368903217533216e-07,8.1181109560131379e-13,8.9725674203182595e-14,5.8609841802156532e-09,8.4365825230682748e-11,7.2412672505215054e-08,4.6952223780499321e-11,0.66179777241068061,0.0,4.7495092151305109e-09,1.3619907727255427e-05,1.6433632097100415e-07,5.2941654948263853e-06
0.0015625000000000001,0.15804528170189938,0.0,1253.1685890000001,0.2530920225469827,0.032628844940259902,1.613953477984773e-05,2.0620626349023331e-06,0.061235116090114589,4.4239106742161523e-06,0.13855656334401389,3.94861758736977e-05,8.0412399162434251e-06,1.0984963679890106e-14,1.1620736660988222e-11,3.1926562575628514e-08,1.126585986775948e-09,0.00017548197369567613,0.033594033288586726,0.04311072742420595,0.025000578378279681,2.8572635867366937e-07,0.00072020202641879627,1.9442147599736067e-08,4.8295786902573893e-07,8.9816401919886338e-05,1.8703720078585334e-10,0.00044249008124959085,1.3347327490257291e-07,0.0016053443962760325,3.7835441261931574e-06,0.00089114155180390999,1.4447013795130958e-07,0.00026377292690922565,1.7020961246316191e-07,6.3241389518941165e-13,6.9325688484848284e-11,1.1409879605622545e-09,4.3470535503123274e-07,1.1335034175449957e-11,2.4559627626501275e-07,1.6314106150843803e-08,1.5277397448041796e-08,8.6168675116000554e-11,2.5439510145789947e-13,6.1058281203988502e-07,8.4865884493272467e-13,1.8265760050092766e-13,6.3296099724377787e-09,9.2579121417535139e-11,7.5854918282463088e-08,6.1237824809349763e-11,0.66158977675438468,0.0,5.6348577016111789e-09,1.3694695071448861e-05,1.7770107987397217e-07,5.6202676216697731e-06
0.0016250000000000001,0.16206837585941791,0.0,1284.3862898179048,0.2468094086082184,0.03296677127672993,2.0967229553783559e-05,2.6602240690838672e-06,0.057207148424438511,5.7040151087425202e-06,0.1422814917520035,3.8232529951555291e-05,5.7167447176398539e-06,3.2548560498344668e-14,2.4912165984931236e-11,5.0502872506558688e-08,1.786332949303093e-09,0.00021179991993925678,0.031031057485571008,0.04461439492164191,0.026139186479946154,3.666316145853585e-07,0.00067549870544864955,2.6280822575854279e-08,4.8678469760773779e-07,8.2072048534008595e-05,3.062703914805255e-10,0.0004709134595081113,2.0891829630820991e-07,0.001653735241344914,4.4470515749577885e-06,0.00089055973696470809,2.1999695866413052e-07,0.00027750619459024524,1.9298835364943172e-07,1.1030389977258755e-12,9.300519044817602e-11,1.4133505284388049e-09,4.4781619441086837e-07,1.5565297283552835e-11,2.5914365963274961e-07,1.2595709345207764e-08,1.5936921181447838e-08,1.1036867468039858e-10,4.1841080692381585e-13,6.3834791604045033e-07,9.0503553085292422e-13,3.6248853290875412e-13,6.8570755747250529e-09,1.0192404103145496e-10,7.9356879663960578e-08,7.876752008016164e-11,0.66139749194248565,0.0,6.648792685809388e-09,1.3488332022822183e-05,1.9366327802827524e-07,5.9398804938320895e-06
0.0016875000000000002,0.16590809127219433,0.0,1314.1448166,0.24109734307251746,0.033295150810881857,2.6992768105068168e-05,3.3709977540266435e-06,0.053211364148909791,7.2740953451989493e-06,0.14594220845308459,3.6524863995222864e-05,3.9850970722351988e-06,9.3395093343222088e-14,5.1969817497644051e-11,7.8314359401710379e-08,2.7685357113516803e-09,0.00025156439570868123,0.028519044220601142,0.046095659848109378,0.02729506968991682,4.5618837579871495e-07,0.0006244620377836769,3.4579400540035864e-08,4.8408524862119703e-07,7.3917054172698829e-05,4.8960091286335255e-10,0.00050297011078616403,3.1835394062610816e-07,0.001693363919814832,5.1092780248449156e-06,0.00087813748086144438,3.2902216959309236e-07,0.00029014453921452269,2.1949021005530004e-07,1.9289590092987251e-12,1.232246134253109e-10,1.7402256370246226e-09,4.6093585261009415e-07,2.1068759812729395e-11,2.7226046185452449e-07,9.6166640016963173e-09,1.6575815003600267e-08,1.4013290674212907e-10,6.7249706433470975e-13,6.6707010291522376e-07,9.8602372981500037e-13,7.0012287534989143e-13,7.4491443799114572e-09,1.1243345638609702e-10,8.2901975449225431e-08,9.982799742430331e-11,0.66122081185203996,0.0,7.7465214860453352e-09,1.2977784736388555e-05,2.1163901204965868e-07,6.2347724263727476e-06
0.00175,0.16961240474625197,0.0,1342.8313306360146,0.235831807583741,0.033612040092766027,3.4397271730959493e-05,4.1943190692706654e-06,0.049269843983639233,9.1800509259909432e-06,0.14951861979804013,3.4412987045626827e-05,2.7730562625563525e-06,2.587570720292055e-13,1.0526887869694445e-10,1.1895380878318933e-07,4.194565448556043e-09,0.0002939078031223697,0.026076127032249589,0.047541906678120548,0.028464583228510552,5.5052015773029478e-07,0.00056915236083583838,4.4327980366477902e-08,4.7313055766470218e-07,6.5657442199970798e-05,7.6720782102777769e-10,0.00053931035470568224,4.7155481050066237e-07,0.0017213669219073551,5.7363253811248866e-06,0.00085314108896654916,4.8269830889187874e-07,0.00030099191466609896,2.5005655054112725e-07,3.3794531117204819e-12,1.6101399233617949e-10,2.1274041740605296e-09,4.7402964120546106e-07,2.811192229701734e-11,2.8505045475613359e-07,7.2813973750667631e-09,1.7179099171873884e-08,1.759003543285026e-10,1.0584939695279609e-12,6.9684982662500364e-07,1.0951627847106526e-12,1.3105967441765156e-12,8.1094311615216674e-09,1.2409652161212243e-10,8.6467022956574361e-08,1.2455812288031954e-10,0.66105979463604625,0.0,8.8473665515184455e-09,1.2167972500984118e-05,2.2998087088650919e-07,6.481828792429841e-06
0.0018124999999999999,0.17306331410477607,0.0,1369.5199363577647,0.23112928471833105,0.03391529750077342,4.3314090581168426e-05,5.1121206079516022e-06,0.045406757014644042,1.1437685414382224e-05,0.15298919124610938,3.1994681403254729e-05,1.9644849032103716e-06,6.8710259656720041e-13,2.0581767495724107e-10,1.7626351775679378e-07,6.1850228545255766e-09,0.00033725422913698184,0.023721381813507546,0.048939390799332919,0.029643440369637921,6.4399318810533835e-07,0.00051190642285186801,5.5292970742355995e-08,4.5504942963104546e-07,5.7606006102553606e-05,1.17217839502472e-09,0.00058048882841291269,6.7489152957343047e-07,0.0017347848825615437,6.2968801925272136e-06,0.00081579548205296375,6.9161944643236426e-07,0.00030926031215315391,2.8486386675332201e-07,5.91236704643261e-12,2.0722614508665791e-10,2.5785612370673618e-09,4.8705983493860415e-07,3.6876160037090197e-11,2.9762738017193379e-07,5.4872653430169719e-09,1.7729276112998098e-08,2.1780940841879567e-10,1.6219397871461036e-12,7.2780786948923046e-07,1.249517209227713e-12,2.374197010264731e-12,8.8379472125129688e-09,1.3681717117380318e-10,9.002173068346093e-08,1.5274428177948661e-10,0.66091468436523715,0.0,9.8499904810312356e-09,1.1100328807762017e-05,2.4790313510553107e-07,6.6552522985226507e-06
0.0018749999999999999,0.17628669734013594,0.0,1394.4252739999999,0.2269031106910599,0.034202762911401265,5.3811646429040366e-05,6.0979960297929836e-06,0.041647447592798516,1.4056141086926449e-05,0.1563319326551382,2.9372302528845999e-05,1.4355023915784966e-06,1.7381681475647161e-12,3.8674232843996961e-10,2.5420013716272091e-07,8.86024497789311e-09,0.00037981823234965213,0.02147354989486349,0.050273847373473152,0.030826796306059504,7.3064163636173621e-07,0.00045499452081002945,6.722287573364102e-08,4.2971037881389601e-07,5.003566090912483e-05,1.7477760170183632e-09,0.00062684297910240946,9.3145231560108722e-07,0.001730991408408384,6.7483145239061471e-06,0.00076720822045457616,9.65429643771399e-07,0.00031417082720713928,3.239605669980605e-07,1.0270121817546875e-11,2.6232130316664599e-10,3.0938649395567495e-09,4.9998852429550583e-07,4.752009316858042e-11,3.1010774174075707e-07,4.1324383169737777e-09,1.8207689043097563e-08,2.6550565887930913e-10,2.4199442218342238e-12,7.6008327832924292e-07,1.4647608426411569e-12,4.1417825212318074e-12,9.6297927834386771e-09,1.5045123335460149e-10,9.3528460127597364e-08,1.8388578305279615e-10,0.66078582049538481,0.0,1.0630641660207085e-08,9.8427231633095085e-06,2.6321014845733473e-07,6.7291408702955941e-06
0.0019375,0.1792251319675173,0.0,1417.1037326431058,0.22318298533722564,0.034472412166073829,6.5854297897636162e-05,7.1089986111744246e-06,0.038017949394436396,1.7001960914540672e-05,0.15952490272546904,2.6659788271126545e-05,1.0881540234303404e-06,4.1581612877158356e-12,6.9471129883320712e-10,3.5560127051696298e-07,1.2288669406213986e-08,0.00041949651106519309,0.019350318752326349,0.051531029532462011,0.032009164309703436,8.0456639407187832e-07,0.00040039401262982659,7.9747610994926602e-08,3.9869730358140649e-07,4.3157118710829443e-05,2.5337837184546173e-09,0.00067834173627251166,1.2359009752706373e-06,0.0017080886283719905,7.0563806491860376e-06,0.00070945245502371886,1.3083828963234766e-06,0.00031506091058705415,3.6709450920432265e-07,1.7565386361071478e-11,3.2623785248151841e-10,3.669092046799199e-09,5.1277816433186801e-07,6.0050046782516908e-11,3.2260025506363797e-07,3.1240331848627774e-09,1.8595712902973092e-08,3.1815142322226424e-10,3.5046610889765307e-12,7.9382225706417723e-07,1.7695069772203829e-12,6.940012272220668e-12,1.0473634606322908e-08,1.6478999050281483e-10,9.6941819888498109e-08,2.1709003400191162e-10,0.66067368255730619,0.0,1.1077692829078454e-08,8.4832873071392306e-06,2.7437989721009021e-07,6.6822309466383752e-06
0.00196875,0.18059903472959205,0.0,1427.7030352858203,0.2214851262469086,0.03459989547139046,7.2398564059742768e-05,7.6073616998228191e-06,0.036261871779142939,1.8579887373629397e-05,0.16105701680948839,2.5304943080089828e-05,9.5788905731136039e-07,6.2895793373678966e-12,9.1403424691811912e-10,4.1543632948998833e-07,1.428711236280191e-08,0.00043754598767868695,0.018341459456104749,0.052125431034785681,0.032597615063255203,8.351466927800458e-07,0.0003745132486231559,8.6119513851158262e-08,3.8138098064037665e-07,4.0024808757746756e-05,3.0182358967516171e-09,0.00070583335849608764,1.4020440369336926e-06,0.0016891842441534768,7.1466156405904543e-06,0.00067814100991231505,1.5049462904785196e-06,0.00031383878252485241,3.8998393672842291e-07,2.2841780611771012e-11,3.6120635261673185e-10,3.9757687505735259e-09,5.1910643577138081e-07,6.6988763405241401e-11,3.2888483497805521e-07,2.7204469954728901e-09,1.8749444117877589e-08,3.4583417329487162e-10,4.1712609810863686e-12,8.1129058727841393e-07,1.965683570280268e-12,8.8338983817960392e-12,1.0908104599594524e-08,1.7214001071663672e-10,9.8593460297146532e-08,2.3405446126494227e-10,0.66062410846209485,0.0,1.1155128019947388e-08,7.7989058542339076e-06,2.7769333489930977e-07,6.6087377906459651e-06
0.002,0.18190872583338041,0.0,1437.8052706511698,0.21989049627392385,0.034722342033394839,7.9261437852967085e-05,8.0932402512753732e-06,0.034547970677210112,2.0217679354357484e-05,0.16254385023523335,2.3962765335155207e-05,8.5012879054793202e-07,9.3624766844495138e-12,1.1876433690608778e-09,4.8135944788216408e-07,1.6469718802596319e-08,0.00045416418486548621,0.017369450649964042,0.052695428121389894,0.033183501506391544,8.6089173107887482e-07,0.00034971539039510357,9.2516563947163065e-08,3.6318736735931248e-07,3.7105941206473882e-05,3.5693390327552448e-09,0.0007343861808940883,1.5746055601494553e-06,0.0016653065304175724,7.1917047445943346e-06,0.00064558295653624465,1.7170226552690248e-06,0.00031147381403122859,4.1365967764269441e-07,2.948904493826959e-11,3.9803149131491416e-10,4.2936329300596333e-09,5.2538689129972903e-07,7.4350517089151189e-11,3.3520623327027465e-07,2.3748694974610451e-09,1.8874304500395207e-08,3.7421580656908046e-10,4.9282297069519225e-12,8.2917791961163951e-07,2.1965713648021056e-12,1.111666653214787e-11,1.134805354583495e-08,1.7958016928523956e-10,1.0020119376565956e-07,2.5108442212233568e-10,0.66057887828027173,0.0,1.1127201746618113e-08,7.1222000531524196e-06,2.7933301413048307e-07,6.5012140420416982e-06
0.0020312500000000001,0.18315406980919346,0.0,1447.410648,0.21839536544867863,0.034839635187934037,8.640407699552326e-05,8.5593742638821324e-06,0.032879121551946791,2.1902430182426076e-05,0.16398320542632625,2.2643914194254098e-05,7.5993814387116894e-07,1.3714091681833857e-11,1.5234041320420655e-09,5.5304137062558812e-07,1.8820826570309538e-08,0.00046913817008159211,0.016435666690870578,0.053239619048411534,0.033766009915433277,8.8144376083972101e-07,0.00032609767875043185,9.8892280956651259e-08,3.443681284471066e-07,3.4403115848080216e-05,4.1894351596136453e-09,0.0007638548753841816,1.750533516372782e-06,0.0016365851251316803,7.1910429455628649e-06,0.00061218567753358751,1.9426081573566759e-06,0.00030796861101681239,4.3798454780606211e-07,3.779046800276642e-11,4.3650788823335344e-10,4.6208068665369155e-09,5.3161583491985297e-07,8.2097456487133524e-11,3.4157290556136988e-07,2.0789948540328938e-09,1.8968747791739677e-08,4.0306804118955907e-10,5.7793317558751137e-12,8.4749596792955536e-07,2.4672282024265912e-12,1.3828020910440128e-11,1.1790061361844946e-08,1.8707640515359392e-10,1.017576548533574e-07,2.6799055069449902e-10,0.66053803991717386,0.0,1.09944494270667e-08,6.4630841310944028e-06,2.7918701051479863e-07,6.3602091189745164e-06
